0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 -3.6515e-03 -7.2815e-03 -1.0868e-02 -1.4389e-02 -1.7824e-02 -2.1150e-02 -2.4347e-02 -2.7396e-02 -3.0279e-02 -3.2980e-02 -3.5485e-02 -3.7785e-02 -3.9872e-02 -4.1743e-02 -4.3399e-02 -4.4845e-02 -4.6090e-02 -4.7145e-02 -4.8025e-02 -4.8747e-02 -4.9329e-02 -4.9788e-02 -5.0144e-02 -5.0413e-02 -5.0610e-02 -5.0749e-02 -5.0838e-02 -5.0885e-02
0.0000e+00 0.0000e+00 -7.3265e-03 -1.4610e-02 -2.1807e-02 -2.8872e-02 -3.5763e-02 -4.2438e-02 -4.8853e-02 -5.4971e-02 -6.0754e-02 -6.6170e-02 -7.1193e-02 -7.5800e-02 -7.9977e-02 -8.3720e-02 -8.7028e-02 -8.9913e-02 -9.2391e-02 -9.4487e-02 -9.6232e-02 -9.7658e-02 -9.8804e-02 -9.9706e-02 -1.0040e-01 -1.0092e-01 -1.0131e-01 -1.0157e-01 -1.0174e-01 -1.0184e-01
0.0000e+00 0.0000e+00 -1.1048e-02 -2.2032e-02 -3.2885e-02 -4.3541e-02 -5.3934e-02 -6.4000e-02 -7.3675e-02 -8.2900e-02 -9.1618e-02 -9.9780e-02 -1.0734e-01 -1.1427e-01 -1.2055e-01 -1.2616e-01 -1.3111e-01 -1.3542e-01 -1.3911e-01 -1.4222e-01 -1.4480e-01 -1.4689e-01 -1.4856e-01 -1.4987e-01 -1.5087e-01 -1.5162e-01 -1.5216e-01 -1.5253e-01 -1.5277e-01 -1.5290e-01
0.0000e+00 0.0000e+00 -1.4840e-02 -2.9593e-02 -4.4171e-02 -5.8487e-02 -7.2451e-02 -8.5975e-02 -9.8974e-02 -1.1136e-01 -1.2307e-01 -1.3402e-01 -1.4416e-01 -1.5344e-01 -1.6183e-01 -1.6931e-01 -1.7589e-01 -1.8160e-01 -1.8646e-01 -1.9054e-01 -1.9389e-01 -1.9660e-01 -1.9874e-01 -2.0040e-01 -2.0166e-01 -2.0258e-01 -2.0324e-01 -2.0369e-01 -2.0398e-01 -2.0413e-01
0.0000e+00 0.0000e+00 -1.8724e-02 -3.7340e-02 -5.5737e-02 -7.3805e-02 -9.1431e-02 -1.0850e-01 -1.2491e-01 -1.4055e-01 -1.5532e-01 -1.6912e-01 -1.8189e-01 -1.9355e-01 -2.0406e-01 -2.1342e-01 -2.2161e-01 -2.2868e-01 -2.3467e-01 -2.3965e-01 -2.4371e-01 -2.4695e-01 -2.4948e-01 -2.5141e-01 -2.5285e-01 -2.5388e-01 -2.5460e-01 -2.5509e-01 -2.5539e-01 -2.5556e-01
0.0000e+00 0.0000e+00 -2.2723e-02 -4.5318e-02 -6.7651e-02 -8.9589e-02 -1.1099e-01 -1.3173e-01 -1.5166e-01 -1.7065e-01 -1.8858e-01 -2.0532e-01 -2.2077e-01 -2.3486e-01 -2.4753e-01 -2.5875e-01 -2.6853e-01 -2.7691e-01 -2.8395e-01 -2.8975e-01 -2.9443e-01 -2.9810e-01 -3.0091e-01 -3.0301e-01 -3.0452e-01 -3.0558e-01 -3.0630e-01 -3.0676e-01 -3.0704e-01 -3.0720e-01
0.0000e+00 0.0000e+00 -2.6862e-02 -5.3574e-02 -7.9984e-02 -1.0593e-01 -1.3126e-01 -1.5580e-01 -1.7940e-01 -2.0187e-01 -2.2308e-01 -2.4286e-01 -2.6109e-01 -2.7767e-01 -2.9252e-01 -3.0561e-01 -3.1694e-01 -3.2657e-01 -3.3458e-01 -3.4109e-01 -3.4624e-01 -3.5021e-01 -3.5317e-01 -3.5529e-01 -3.5677e-01 -3.5774e-01 -3.5835e-01 -3.5872e-01 -3.5893e-01 -3.5905e-01
0.0000e+00 0.0000e+00 -3.1159e-02 -6.2151e-02 -9.2801e-02 -1.2293e-01 -1.5235e-01 -1.8088e-01 -2.0830e-01 -2.3443e-01 -2.5906e-01 -2.8202e-01 -3.0314e-01 -3.2228e-01 -3.3936e-01 -3.5431e-01 -3.6716e-01 -3.7796e-01 -3.8681e-01 -3.9388e-01 -3.9935e-01 -4.0344e-01 -4.0637e-01 -4.0836e-01 -4.0963e-01 -4.1038e-01 -4.1077e-01 -4.1096e-01 -4.1104e-01 -4.1110e-01
0.0000e+00 0.0000e+00 -3.5637e-02 -7.1090e-02 -1.0617e-01 -1.4067e-01 -1.7439e-01 -2.0709e-01 -2.3856e-01 -2.6854e-01 -2.9680e-01 -3.2311e-01 -3.4725e-01 -3.6906e-01 -3.8841e-01 -4.0523e-01 -4.1954e-01 -4.3139e-01 -4.4095e-01 -4.4839e-01 -4.5397e-01 -4.5796e-01 -4.6063e-01 -4.6228e-01 -4.6315e-01 -4.6350e-01 -4.6354e-01 -4.6343e-01 -4.6331e-01 -4.6327e-01
